Column,Analyzer,Result
Flow IAT Mean,Min,-828220000000.0
Flow IAT Mean,Max,120000000.0
Flow IAT Mean,Mean,2721979.697637236
Flow IAT Mean,StandardDeviation,249088659.5758292
Flow IAT Min,Min,-947405000000.0
Flow IAT Min,Max,120000000.0
Flow IAT Min,Mean,1536791.2077257799
Flow IAT Min,StandardDeviation,835816129.9465375
Flow IAT Std,Min,0.0
Flow IAT Std,Max,474354474600.909
Flow IAT Std,Mean,1411475.9715132243
Flow IAT Std,StandardDeviation,378020379.102394
Flow Pkts/s,Min,-0.0088953248
Flow Pkts/s,Max,6000000.0
Flow Pkts/s,Mean,92092.40122006105
Flow Pkts/s,StandardDeviation,546357.8463459271
Fwd Act Data Pkts,Min,0.0
Fwd Act Data Pkts,Max,309628.0
Fwd Act Data Pkts,Mean,21.347960486780003
Fwd Act Data Pkts,StandardDeviation,1586.4350014264023
Fwd Header Len,Min,0.0
Fwd Header Len,Max,2477032.0
Fwd Header Len,Mean,269.04663491407365
Fwd Header Len,StandardDeviation,12804.6058973551
Fwd IAT Max,Min,-828220000000.0
Fwd IAT Max,Max,979781000000.0
Fwd IAT Max,Mean,6095941.000061989
Fwd IAT Max,StandardDeviation,737287604.8986847
Fwd IAT Mean,Min,-828220000000.0
Fwd IAT Mean,Max,120000000.0
Fwd IAT Mean,Mean,3073118.270910124
Fwd IAT Mean,StandardDeviation,249101330.11348695
ALL,NumberOfRows,12986236
