Column,Analyzer,Result
Bwd Seg Size Avg,Min,0.0
Bwd Seg Size Avg,Max,221.4444444444
Bwd Seg Size Avg,Mean,62.69196750828345
Bwd Seg Size Avg,Unique,0
Bwd Seg Size Avg,Distinct,7
Bwd Seg Size Avg,StandardDeviation,62.80360334921095
Bwd URG Flags,Min,0.0
Bwd URG Flags,Max,0.0
Bwd URG Flags,Mean,0.0
Bwd URG Flags,Unique,0
Bwd URG Flags,Distinct,1
Bwd URG Flags,StandardDeviation,0.0
CWE Flag Count,Min,0.0
CWE Flag Count,Max,0.0
CWE Flag Count,Mean,0.0
CWE Flag Count,Unique,0
CWE Flag Count,Distinct,1
CWE Flag Count,StandardDeviation,0.0
Down/Up Ratio,Min,0.0
Down/Up Ratio,Max,1.0
Down/Up Ratio,Mean,0.7625766969278582
Down/Up Ratio,Unique,0
Down/Up Ratio,Distinct,2
Down/Up Ratio,StandardDeviation,0.42550379343838485
Dst Port,Min,21.0
Dst Port,Max,22.0
Dst Port,Mean,21.999840075910633
Dst Port,Unique,0
Dst Port,Distinct,2
Dst Port,StandardDeviation,0.012645098407819069
ECE Flag Cnt,Min,0.0
ECE Flag Cnt,Max,0.0
ECE Flag Cnt,Mean,0.0
ECE Flag Cnt,Unique,0
ECE Flag Cnt,Distinct,1
ECE Flag Cnt,StandardDeviation,0.0
FIN Flag Cnt,Min,0.0
FIN Flag Cnt,Max,0.0
FIN Flag Cnt,Mean,0.0
FIN Flag Cnt,Unique,0
FIN Flag Cnt,Distinct,1
FIN Flag Cnt,StandardDeviation,0.0
Flow Byts/s,Min,0.0
Flow Byts/s,Max,47005.9665748994
Flow Byts/s,Mean,6333.739039202708
Flow Byts/s,Unique,72014
Flow Byts/s,Distinct,82092
Flow Byts/s,StandardDeviation,6415.726907956941
Flow Duration,Min,1.0
Flow Duration,Max,567266.0
Flow Duration,Mean,183349.68250803617
Flow Duration,Unique,37072
Flow Duration,Distinct,59000
Flow Duration,StandardDeviation,184682.31574972643
Flow IAT Max,Min,1.0
Flow IAT Max,Max,330555.0
Flow IAT Max,Mean,51154.095496004564
Flow IAT Max,Unique,43049
Flow IAT Max,Distinct,64573
Flow IAT Max,StandardDeviation,56615.99841592674
ALL,NumberOfRows,187589
