Column,Analyzer,Result
Fwd Seg Size Avg,Min,0.0
Fwd Seg Size Avg,Max,0.0
Fwd Seg Size Avg,Mean,0.0
Fwd Seg Size Avg,Unique,0
Fwd Seg Size Avg,Distinct,1
Fwd Seg Size Avg,StandardDeviation,0.0
Fwd Seg Size Min,Min,40.0
Fwd Seg Size Min,Max,40.0
Fwd Seg Size Min,Mean,40.0
Fwd Seg Size Min,Unique,0
Fwd Seg Size Min,Distinct,1
Fwd Seg Size Min,StandardDeviation,0.0
Fwd URG Flags,Min,0.0
Fwd URG Flags,Max,0.0
Fwd URG Flags,Mean,0.0
Fwd URG Flags,Unique,0
Fwd URG Flags,Distinct,1
Fwd URG Flags,StandardDeviation,0.0
Idle Max,Min,0.0
Idle Max,Max,0.0
Idle Max,Mean,0.0
Idle Max,Unique,0
Idle Max,Distinct,1
Idle Max,StandardDeviation,0.0
Idle Mean,Min,0.0
Idle Mean,Max,0.0
Idle Mean,Mean,0.0
Idle Mean,Unique,0
Idle Mean,Distinct,1
Idle Mean,StandardDeviation,0.0
Idle Min,Min,0.0
Idle Min,Max,0.0
Idle Min,Mean,0.0
Idle Min,Unique,0
Idle Min,Distinct,1
Idle Min,StandardDeviation,0.0
Idle Std,Min,0.0
Idle Std,Max,0.0
Idle Std,Mean,0.0
Idle Std,Unique,0
Idle Std,Distinct,1
Idle Std,StandardDeviation,0.0
Init Bwd Win Byts,Min,0.0
Init Bwd Win Byts,Max,0.0
Init Bwd Win Byts,Mean,0.0
Init Bwd Win Byts,Unique,0
Init Bwd Win Byts,Distinct,1
Init Bwd Win Byts,StandardDeviation,0.0
Init Fwd Win Byts,Min,26883.0
Init Fwd Win Byts,Max,26883.0
Init Fwd Win Byts,Mean,26883.0
Init Fwd Win Byts,Unique,0
Init Fwd Win Byts,Distinct,1
Init Fwd Win Byts,StandardDeviation,0.0
PSH Flag Cnt,Min,1.0
PSH Flag Cnt,Max,1.0
PSH Flag Cnt,Mean,1.0
PSH Flag Cnt,Unique,0
PSH Flag Cnt,Distinct,1
PSH Flag Cnt,StandardDeviation,0.0
ALL,NumberOfRows,139890
