Column,Analyzer,Result
Subflow Bwd Pkts,Min,0.0
Subflow Bwd Pkts,Max,4.0
Subflow Bwd Pkts,Mean,1.9177434030937215
Subflow Bwd Pkts,Unique,0
Subflow Bwd Pkts,Distinct,5
Subflow Bwd Pkts,StandardDeviation,1.19506263751672
Subflow Fwd Byts,Min,0.0
Subflow Fwd Byts,Max,2530.0
Subflow Fwd Byts,Mean,1091.52593266606
Subflow Fwd Byts,Unique,2
Subflow Fwd Byts,Distinct,26
Subflow Fwd Byts,StandardDeviation,1230.3242759662078
Subflow Fwd Pkts,Min,1.0
Subflow Fwd Pkts,Max,16.0
Subflow Fwd Pkts,Mean,7.66533212010919
Subflow Fwd Pkts,Unique,0
Subflow Fwd Pkts,Distinct,16
Subflow Fwd Pkts,StandardDeviation,6.188361875803061
Tot Bwd Pkts,Min,0.0
Tot Bwd Pkts,Max,4.0
Tot Bwd Pkts,Mean,1.9177434030937215
Tot Bwd Pkts,Unique,0
Tot Bwd Pkts,Distinct,5
Tot Bwd Pkts,StandardDeviation,1.19506263751672
Tot Fwd Pkts,Min,1.0
Tot Fwd Pkts,Max,16.0
Tot Fwd Pkts,Mean,7.66533212010919
Tot Fwd Pkts,Unique,0
Tot Fwd Pkts,Distinct,16
Tot Fwd Pkts,StandardDeviation,6.188361875803061
TotLen Bwd Pkts,Min,0.0
TotLen Bwd Pkts,Max,516.0
TotLen Bwd Pkts,Mean,6.667151956323931
TotLen Bwd Pkts,Unique,0
TotLen Bwd Pkts,Distinct,2
TotLen Bwd Pkts,StandardDeviation,58.273488777096865
TotLen Fwd Pkts,Min,0.0
TotLen Fwd Pkts,Max,2530.0
TotLen Fwd Pkts,Mean,1091.52593266606
TotLen Fwd Pkts,Unique,2
TotLen Fwd Pkts,Distinct,26
TotLen Fwd Pkts,StandardDeviation,1230.3242759662078
URG Flag Cnt,Min,0.0
URG Flag Cnt,Max,1.0
URG Flag Cnt,Mean,0.013011828935395814
URG Flag Cnt,Unique,0
URG Flag Cnt,Distinct,2
URG Flag Cnt,StandardDeviation,0.11332484830412
ALL,NumberOfRows,10990
