Column,Analyzer,Result
Subflow Bwd Pkts,Min,1.0
Subflow Bwd Pkts,Max,1.0
Subflow Bwd Pkts,Mean,1.0
Subflow Bwd Pkts,Unique,0
Subflow Bwd Pkts,Distinct,1
Subflow Bwd Pkts,StandardDeviation,0.0
Subflow Fwd Byts,Min,0.0
Subflow Fwd Byts,Max,0.0
Subflow Fwd Byts,Mean,0.0
Subflow Fwd Byts,Unique,0
Subflow Fwd Byts,Distinct,1
Subflow Fwd Byts,StandardDeviation,0.0
Subflow Fwd Pkts,Min,1.0
Subflow Fwd Pkts,Max,1.0
Subflow Fwd Pkts,Mean,1.0
Subflow Fwd Pkts,Unique,0
Subflow Fwd Pkts,Distinct,1
Subflow Fwd Pkts,StandardDeviation,0.0
Tot Bwd Pkts,Min,1.0
Tot Bwd Pkts,Max,1.0
Tot Bwd Pkts,Mean,1.0
Tot Bwd Pkts,Unique,0
Tot Bwd Pkts,Distinct,1
Tot Bwd Pkts,StandardDeviation,0.0
Tot Fwd Pkts,Min,1.0
Tot Fwd Pkts,Max,1.0
Tot Fwd Pkts,Mean,1.0
Tot Fwd Pkts,Unique,0
Tot Fwd Pkts,Distinct,1
Tot Fwd Pkts,StandardDeviation,0.0
TotLen Bwd Pkts,Min,0.0
TotLen Bwd Pkts,Max,0.0
TotLen Bwd Pkts,Mean,0.0
TotLen Bwd Pkts,Unique,0
TotLen Bwd Pkts,Distinct,1
TotLen Bwd Pkts,StandardDeviation,0.0
TotLen Fwd Pkts,Min,0.0
TotLen Fwd Pkts,Max,0.0
TotLen Fwd Pkts,Mean,0.0
TotLen Fwd Pkts,Unique,0
TotLen Fwd Pkts,Distinct,1
TotLen Fwd Pkts,StandardDeviation,0.0
URG Flag Cnt,Min,0.0
URG Flag Cnt,Max,0.0
URG Flag Cnt,Mean,0.0
URG Flag Cnt,Unique,0
URG Flag Cnt,Distinct,1
URG Flag Cnt,StandardDeviation,0.0
ALL,NumberOfRows,193360
