Column,Analyzer,Result
Subflow Bwd Pkts,Min,0.0
Subflow Bwd Pkts,Max,5.0
Subflow Bwd Pkts,Mean,2.384504191962995
Subflow Bwd Pkts,Unique,0
Subflow Bwd Pkts,Distinct,5
Subflow Bwd Pkts,StandardDeviation,1.7640343859020045
Subflow Fwd Byts,Min,0.0
Subflow Fwd Byts,Max,7410.0
Subflow Fwd Byts,Mean,351.15228389708005
Subflow Fwd Byts,Unique,612
Subflow Fwd Byts,Distinct,1355
Subflow Fwd Byts,StandardDeviation,533.7965491762178
Subflow Fwd Pkts,Min,1.0
Subflow Fwd Pkts,Max,18.0
Subflow Fwd Pkts,Mean,3.728775175869712
Subflow Fwd Pkts,Unique,1
Subflow Fwd Pkts,Distinct,17
Subflow Fwd Pkts,StandardDeviation,1.7898032722473542
Tot Bwd Pkts,Min,0.0
Tot Bwd Pkts,Max,5.0
Tot Bwd Pkts,Mean,2.384504191962995
Tot Bwd Pkts,Unique,0
Tot Bwd Pkts,Distinct,5
Tot Bwd Pkts,StandardDeviation,1.7640343859020045
Tot Fwd Pkts,Min,1.0
Tot Fwd Pkts,Max,18.0
Tot Fwd Pkts,Mean,3.728775175869712
Tot Fwd Pkts,Unique,1
Tot Fwd Pkts,Distinct,17
Tot Fwd Pkts,StandardDeviation,1.7898032722473542
TotLen Bwd Pkts,Min,0.0
TotLen Bwd Pkts,Max,972.0
TotLen Bwd Pkts,Mean,568.6015707815361
TotLen Bwd Pkts,Unique,0
TotLen Bwd Pkts,Distinct,3
TotLen Bwd Pkts,StandardDeviation,436.1428618054684
TotLen Fwd Pkts,Min,0.0
TotLen Fwd Pkts,Max,7410.0
TotLen Fwd Pkts,Mean,351.15228389708005
TotLen Fwd Pkts,Unique,612
TotLen Fwd Pkts,Distinct,1355
TotLen Fwd Pkts,StandardDeviation,533.7965491762178
URG Flag Cnt,Min,0.0
URG Flag Cnt,Max,0.0
URG Flag Cnt,Mean,0.0
URG Flag Cnt,Unique,0
URG Flag Cnt,Distinct,1
URG Flag Cnt,StandardDeviation,0.0
ALL,NumberOfRows,41508
