Column,Analyzer,Result
Bwd Seg Size Avg,Min,0.0
Bwd Seg Size Avg,Max,0.0
Bwd Seg Size Avg,Mean,0.0
Bwd Seg Size Avg,Unique,0
Bwd Seg Size Avg,Distinct,1
Bwd Seg Size Avg,StandardDeviation,0.0
Bwd URG Flags,Min,0.0
Bwd URG Flags,Max,0.0
Bwd URG Flags,Mean,0.0
Bwd URG Flags,Unique,0
Bwd URG Flags,Distinct,1
Bwd URG Flags,StandardDeviation,0.0
CWE Flag Count,Min,0.0
CWE Flag Count,Max,0.0
CWE Flag Count,Mean,0.0
CWE Flag Count,Unique,0
CWE Flag Count,Distinct,1
CWE Flag Count,StandardDeviation,0.0
Down/Up Ratio,Min,0.0
Down/Up Ratio,Max,0.0
Down/Up Ratio,Mean,0.0
Down/Up Ratio,Unique,0
Down/Up Ratio,Distinct,1
Down/Up Ratio,StandardDeviation,0.0
Dst Port,Min,80.0
Dst Port,Max,80.0
Dst Port,Mean,80.0
Dst Port,Unique,0
Dst Port,Distinct,1
Dst Port,StandardDeviation,0.0
ECE Flag Cnt,Min,0.0
ECE Flag Cnt,Max,0.0
ECE Flag Cnt,Mean,0.0
ECE Flag Cnt,Unique,0
ECE Flag Cnt,Distinct,1
ECE Flag Cnt,StandardDeviation,0.0
FIN Flag Cnt,Min,0.0
FIN Flag Cnt,Max,0.0
FIN Flag Cnt,Mean,0.0
FIN Flag Cnt,Unique,0
FIN Flag Cnt,Distinct,1
FIN Flag Cnt,StandardDeviation,0.0
Flow Byts/s,Min,16051.71141
Flow Byts/s,Max,1074850.005
Flow Byts/s,Mean,34500.634999225505
Flow Byts/s,Unique,1730
Flow Byts/s,Distinct,1730
Flow Byts/s,StandardDeviation,29314.03140491008
Flow Duration,Min,61002.0
Flow Duration,Max,119999998.0
Flow Duration,Mean,116018169.29884394
Flow Duration,Unique,1698
Flow Duration,Distinct,1712
Flow Duration,StandardDeviation,16789340.238465894
Flow IAT Max,Min,456.0
Flow IAT Max,Max,1527529.0
Flow IAT Max,Mean,717645.6023121388
Flow IAT Max,Unique,1720
Flow IAT Max,Distinct,1725
Flow IAT Max,StandardDeviation,133823.4130818624
ALL,NumberOfRows,1730
