Column,Analyzer,Result
Subflow Bwd Pkts,Min,0.0
Subflow Bwd Pkts,Max,0.0
Subflow Bwd Pkts,Mean,0.0
Subflow Bwd Pkts,Unique,0
Subflow Bwd Pkts,Distinct,1
Subflow Bwd Pkts,StandardDeviation,0.0
Subflow Fwd Byts,Min,22848.0
Subflow Fwd Byts,Max,9908128.0
Subflow Fwd Byts,Mean,3755245.7248554914
Subflow Fwd Byts,Unique,1679
Subflow Fwd Byts,Distinct,1701
Subflow Fwd Byts,StandardDeviation,904645.593629683
Subflow Fwd Pkts,Min,714.0
Subflow Fwd Pkts,Max,309629.0
Subflow Fwd Pkts,Mean,117351.4289017341
Subflow Fwd Pkts,Unique,1679
Subflow Fwd Pkts,Distinct,1701
Subflow Fwd Pkts,StandardDeviation,28270.174800927594
Tot Bwd Pkts,Min,0.0
Tot Bwd Pkts,Max,0.0
Tot Bwd Pkts,Mean,0.0
Tot Bwd Pkts,Unique,0
Tot Bwd Pkts,Distinct,1
Tot Bwd Pkts,StandardDeviation,0.0
Tot Fwd Pkts,Min,714.0
Tot Fwd Pkts,Max,309629.0
Tot Fwd Pkts,Mean,117351.4289017341
Tot Fwd Pkts,Unique,1679
Tot Fwd Pkts,Distinct,1701
Tot Fwd Pkts,StandardDeviation,28270.174800927594
TotLen Bwd Pkts,Min,0.0
TotLen Bwd Pkts,Max,0.0
TotLen Bwd Pkts,Mean,0.0
TotLen Bwd Pkts,Unique,0
TotLen Bwd Pkts,Distinct,1
TotLen Bwd Pkts,StandardDeviation,0.0
TotLen Fwd Pkts,Min,22848.0
TotLen Fwd Pkts,Max,9908128.0
TotLen Fwd Pkts,Mean,3755245.7248554914
TotLen Fwd Pkts,Unique,1679
TotLen Fwd Pkts,Distinct,1701
TotLen Fwd Pkts,StandardDeviation,904645.593629683
URG Flag Cnt,Min,0.0
URG Flag Cnt,Max,0.0
URG Flag Cnt,Mean,0.0
URG Flag Cnt,Unique,0
URG Flag Cnt,Distinct,1
URG Flag Cnt,StandardDeviation,0.0
ALL,NumberOfRows,1730
