Column,Analyzer,Result
Bwd Seg Size Avg,Min,0.0
Bwd Seg Size Avg,Max,1575.2666666667
Bwd Seg Size Avg,Mean,294.28086903517936
Bwd Seg Size Avg,Unique,33
Bwd Seg Size Avg,Distinct,41
Bwd Seg Size Avg,StandardDeviation,384.67786009841603
Bwd URG Flags,Min,0.0
Bwd URG Flags,Max,0.0
Bwd URG Flags,Mean,0.0
Bwd URG Flags,Unique,0
Bwd URG Flags,Distinct,1
Bwd URG Flags,StandardDeviation,0.0
CWE Flag Count,Min,0.0
CWE Flag Count,Max,0.0
CWE Flag Count,Mean,0.0
CWE Flag Count,Unique,0
CWE Flag Count,Distinct,1
CWE Flag Count,StandardDeviation,0.0
Down/Up Ratio,Min,0.0
Down/Up Ratio,Max,1.0
Down/Up Ratio,Mean,0.27586206896551724
Down/Up Ratio,Unique,0
Down/Up Ratio,Distinct,2
Down/Up Ratio,StandardDeviation,0.44694763437295587
Dst Port,Min,80.0
Dst Port,Max,80.0
Dst Port,Mean,80.0
Dst Port,Unique,0
Dst Port,Distinct,1
Dst Port,StandardDeviation,0.0
ECE Flag Cnt,Min,0.0
ECE Flag Cnt,Max,1.0
ECE Flag Cnt,Mean,0.6091954022988506
ECE Flag Cnt,Unique,0
ECE Flag Cnt,Distinct,2
ECE Flag Cnt,StandardDeviation,0.4879306960181868
FIN Flag Cnt,Min,0.0
FIN Flag Cnt,Max,0.0
FIN Flag Cnt,Mean,0.0
FIN Flag Cnt,Unique,0
FIN Flag Cnt,Distinct,1
FIN Flag Cnt,StandardDeviation,0.0
Flow Byts/s,Min,0.0
Flow Byts/s,Max,4507.5130562347
Flow Byts/s,Mean,351.7950218714058
Flow Byts/s,Unique,48
Flow Byts/s,Distinct,49
Flow Byts/s,StandardDeviation,658.560668052445
Flow Duration,Min,12.0
Flow Duration,Max,12903217.0
Flow Duration,Mean,3315726.9310344825
Flow Duration,Unique,75
Flow Duration,Distinct,80
Flow Duration,StandardDeviation,2875931.7271380327
Flow IAT Max,Min,12.0
Flow IAT Max,Max,5010023.0
Flow IAT Max,Mean,2944981.3218390807
Flow IAT Max,Unique,75
Flow IAT Max,Distinct,80
Flow IAT Max,StandardDeviation,2430822.856919175
ALL,NumberOfRows,87
